,BVP_1
8083,48.61
8084,49.67
8085,49.35
8086,47.49
8087,44.32
8088,40.21
8089,35.48
8090,30.32
8091,24.85
8092,19.15
8093,13.28
8094,7.2
8095,0.8
8096,-6.06
8097,-13.41
8098,-21.01
8099,-28.39
8100,-34.94
8101,-40.21
8102,-44.1
8103,-47.04
8104,-49.86
8105,-53.63
8106,-59.3
8107,-67.41
8108,-77.73
8109,-88.98
8110,-98.84
8111,-104.33
8112,-102.63
8113,-92.07
8114,-72.87
8115,-47.22
8116,-18.67
8117,8.93
8118,32.5
8119,50.3
8120,61.85
8121,67.47
8122,67.82
8123,63.74
8124,56.35
8125,47.21
8126,38.18
8127,31.03
8128,26.9
8129,25.86
8130,27.03
8131,29
8132,30.41
8133,30.49
8134,29.2
8135,27.04
8136,24.61
8137,22.18
8138,19.51
8139,16.02
8140,11.08
8141,4.44
8142,-3.62
8143,-12.33
8144,-20.71
8145,-27.96
8146,-33.72
8147,-38.17
8148,-41.92
8149,-45.82
8150,-50.76
8151,-57.41
8152,-66
8153,-75.93
8154,-85.53
8155,-92.21
8156,-93.05
8157,-85.83
8158,-69.97
8159,-47.01
8160,-20.21
8161,6.48
8162,29.76
8163,47.79
8164,60.3
8165,67.98
8166,71.68
8167,71.88
8168,68.79
8169,62.82
8170,55.01
8171,47.08
8172,40.92
8173,37.79
8174,37.78
8175,39.7
8176,41.72
8177,42.19
8178,40.38
8179,36.66
8180,32.09
8181,27.7
8182,23.84
8183,19.99
8184,15.15
8185,8.42
8186,-0.34
8187,-10.36
8188,-20.27
8189,-28.71
8190,-34.95
8191,-39.17
8192,-42.37
8193,-45.89
8194,-50.9
8195,-58.15
8196,-67.72
8197,-78.92
8198,-90.22
8199,-99.26
8200,-103.21
8201,-99.46
8202,-86.59
8203,-65.09
8204,-37.49
8205,-7.65
8206,20.38
8207,43.62
8208,60.71
8209,71.76
8210,77.73
8211,79.65
8212,78.31
8213,74.3
8214,68.36
8215,61.61
8216,55.41
8217,51.04
8218,49.22
8219,49.83
8220,51.88
8221,53.95
8222,54.68
8223,53.19
8224,49.38
8225,43.82
8226,37.45
8227,31.15
8228,25.42
8229,20.19
8230,14.91
8231,8.92
8232,1.73
8233,-6.6
8234,-15.45
8235,-23.86
8236,-30.96
8237,-36.32
8238,-40.22
8239,-43.53
8240,-47.31
8241,-52.49
8242,-59.59
8243,-68.64
8244,-79.16
8245,-90.01
8246,-99.36
8247,-104.76
8248,-103.62
8249,-94.06
8250,-75.69
8251,-50.12
8252,-20.61
8253,8.8
8254,34.54
8255,54.43
8256,67.94
8257,75.75
8258,79.06
8259,79
8260,76.4
8261,71.99
8262,66.56
8263,61.08
8264,56.48
8265,53.36
8266,51.82
8267,51.43
8268,51.47
8269,51.26
8270,50.32
8271,48.42
8272,45.53
8273,41.71
8274,37.02
8275,31.6
8276,25.66
8277,19.51
8278,13.46
8279,7.7
8280,2.21
8281,-3.16
8282,-8.66
8283,-14.4
8284,-20.27
8285,-25.95
8286,-31.05
8287,-35.27
8288,-38.63
8289,-41.5
8290,-44.48
8291,-48.31
8292,-53.68
8293,-61.14
8294,-70.88
8295,-82.38
8296,-94.09
8297,-103.34
8298,-106.83
8299,-101.63
8300,-86.39
8301,-62.1
8302,-32.09
8303,-0.93
8304,26.98
8305,48.78
8306,63.63
8307,72.33
8308,76.32
8309,76.88
8310,74.72
8311,70.25
8312,64.06
8313,57.2
8314,51.08
8315,46.93
8316,45.33
8317,45.96
8318,47.73
8319,49.32
8320,49.69
8321,48.44
8322,45.71
8323,41.95
8324,37.58
8325,32.78
8326,27.52
8327,21.72
8328,15.41
8329,8.82
8330,2.27
8331,-3.92
8332,-9.61
8333,-14.87
8334,-19.9
8335,-24.91
8336,-29.98
8337,-34.96
8338,-39.61
8339,-43.72
8340,-47.28
8341,-50.63
8342,-54.52
8343,-59.88
8344,-67.43
8345,-77.12
8346,-87.62
8347,-96.35
8348,-100.04
8349,-95.87
8350,-82.61
8351,-61.27
8352,-34.89
8353,-7.49
8354,17.3
8355,37.23
8356,51.62
8357,60.93
8358,65.87
8359,66.88
8360,64.19
8361,58.19
8362,49.98
8363,41.32
8364,34.28
8365,30.41
8366,30.13
8367,32.62
8368,36.16
8369,38.87
8370,39.51
8371,37.85
8372,34.51
8373,30.52
8374,26.68
8375,23.13
8376,19.4
8377,14.72
8378,8.54
8379,0.89
8380,-7.54
8381,-15.74
8382,-22.82
8383,-28.39
8384,-32.7
8385,-36.38
8386,-40.18
8387,-44.64
8388,-50.12
8389,-56.82
8390,-64.83
8391,-73.87
8392,-82.96
8393,-90.23
8394,-93.14
8395,-89.26
8396,-77.32
8397,-57.9
8398,-33.46
8399,-7.62
8400,16.07
8401,35.21
8402,48.96
8403,57.71
8404,62.37
8405,63.67
8406,61.96
8407,57.48
8408,50.91
8409,43.55
8410,37.09
8411,33.04
8412,31.98
8413,33.36
8414,35.68
8415,37.18
8416,36.65
8417,33.88
8418,29.62
8419,25
8420,20.93
8421,17.55
8422,14.21
8423,9.87
8424,3.77
8425,-4.11
8426,-12.95
8427,-21.42
8428,-28.33
8429,-33.16
8430,-36.3
8431,-38.81
8432,-41.98
8433,-46.77
8434,-53.59
8435,-62.19
8436,-71.74
8437,-80.83
8438,-87.55
8439,-89.73
8440,-85.46
8441,-73.74
8442,-55.04
8443,-31.38
8444,-5.91
8445,18.08
8446,37.99
8447,52.53
8448,61.64
8449,66.04
8450,66.75
8451,64.67
8452,60.61
8453,55.38
8454,49.93
8455,45.23
8456,42.05
8457,40.68
8458,40.86
8459,41.75
8460,42.35
8461,41.84
8462,39.86
8463,36.54
8464,32.34
8465,27.76
8466,23.04
8467,18.07
8468,12.51
8469,6.03
8470,-1.4
8471,-9.4
8472,-17.21
8473,-24.03
8474,-29.35
8475,-33.18
8476,-36.13
8477,-39.18
8478,-43.44
8479,-49.71
8480,-58.13
8481,-67.93
8482,-77.34
8483,-83.92
8484,-85.14
8485,-79.22
8486,-65.8
8487,-46.19
8488,-23.05
8489,0.45
8490,21.6
8491,38.69
8492,51.11
8493,59.03
8494,62.85
8495,62.99
8496,59.91
8497,54.38
8498,47.62
8499,41.15
8500,36.3
8501,33.74
8502,33.26
8503,33.9
8504,34.43
8505,33.92
8506,32.1
8507,29.31
8508,26.19
8509,23.2
8510,20.38
8511,17.24
8512,13.13
8513,7.57
8514,0.56
8515,-7.36
8516,-15.31
8517,-22.44
8518,-28.22
8519,-32.63
8520,-36.09
8521,-39.26
8522,-42.87
8523,-47.54
8524,-53.68
8525,-61.39
8526,-70.19
8527,-78.86
8528,-85.38
8529,-87.32
8530,-82.6
8531,-70.34
8532,-51.37
8533,-28.19
8534,-4.19
8535,17.43
8536,34.57
8537,46.51
8538,53.63
8539,56.75
8540,56.54
8541,53.49
8542,48.07
8543,41.18
8544,34.15
8545,28.45
8546,25.12
8547,24.32
8548,25.28
8549,26.63
8550,27.1
8551,26.04
8552,23.57
8553,20.32
8554,16.91
8555,13.55
8556,9.91
8557,5.42
8558,-0.31
8559,-7.17
8560,-14.5
8561,-21.4
8562,-27.11
8563,-31.41
8564,-34.64
8565,-37.65
8566,-41.38
8567,-46.65
8568,-53.8
8569,-62.51
8570,-71.69
8571,-79.5
8572,-83.64
8573,-82.02
8574,-73.43
8575,-58.05
8576,-37.56
8577,-14.63
8578,7.83
8579,27.49
8580,42.98
8581,53.83
8582,60.19
8583,62.41
8584,61
8585,56.73
8586,50.64
8587,44.1
8588,38.4
8589,34.43
8590,32.38
8591,31.75
8592,31.68
8593,31.34
8594,30.25
8595,28.39
8596,25.97
8597,23.18
8598,19.95
8599,15.96
8600,10.8
8601,4.34
8602,-3.12
8603,-10.88
8604,-18.14
8605,-24.27
8606,-29.17
8607,-33.19
8608,-37.01
8609,-41.36
8610,-46.85
8611,-53.85
8612,-62.3
8613,-71.51
8614,-79.92
8615,-85.27
8616,-85.07
8617,-77.48
8618,-62.15
8619,-40.59
8620,-15.84
8621,8.5
8622,29.48
8623,45.55
8624,56.57
8625,63.29
8626,66.56
8627,66.88
8628,64.46
8629,59.61
8630,53.17
8631,46.53
8632,41.22
8633,38.33
8634,37.98
8635,39.26
8636,40.63
8637,40.7
8638,38.76
8639,35.02
8640,30.34
8641,25.64
8642,21.38
8643,17.31
8644,12.67
8645,6.73
8646,-0.76
8647,-9.31
8648,-17.9
8649,-25.38
8650,-31.07
8651,-34.96
8652,-37.77
8653,-40.62
8654,-44.63
8655,-50.58
8656,-58.7
8657,-68.49
8658,-78.63
8659,-87.11
8660,-91.51
8661,-89.6
8662,-80.09
8663,-63.19
8664,-40.66
8665,-15.45
8666,9.23
8667,30.74
8668,47.52
8669,59.2
8670,66.13
8671,68.98
8672,68.43
8673,65.15
8674,59.99
8675,54.01
8676,48.42
8677,44.25
8678,42.06
8679,41.77
8680,42.69
8681,43.83
8682,44.19
8683,43.14
8684,40.49
8685,36.5
8686,31.7
8687,26.63
8688,21.69
8689,16.96
8690,12.22
8691,7.04
8692,1.07
8693,-5.78
8694,-13.2
8695,-20.51
8696,-26.94
8697,-31.96
8698,-35.53
8699,-38.18
8700,-40.78
8701,-44.36
8702,-49.73
8703,-57.26
8704,-66.61
8705,-76.62
8706,-85.3
8707,-90.13
8708,-88.76
8709,-79.73
8710,-63.16
8711,-40.83
8712,-15.73
8713,8.87
8714,30.3
8715,47.06
8716,58.78
8717,65.83
8718,68.84
8719,68.45
8720,65.28
8721,60.19
8722,54.25
8723,48.64
8724,44.36
8725,41.91
8726,41.2
8727,41.61
8728,42.28
8729,42.4
8730,41.47
8731,39.33
8732,36.09
8733,32.01
8734,27.4
8735,22.52
8736,17.56
8737,12.57
8738,7.47
8739,2.07
8740,-3.81
8741,-10.17
8742,-16.76
8743,-23.08
8744,-28.61
8745,-33.03
8746,-36.44
8747,-39.37
8748,-42.57
8749,-46.9
8750,-52.95
8751,-60.83
8752,-69.95
8753,-78.86
8754,-85.46
8755,-87.41
8756,-82.84
8757,-71.05
8758,-52.85
8759,-30.45
8760,-6.74
8761,15.47
8762,34.17
8763,48.25
8764,57.4
8765,61.67
8766,61.38
8767,57.14
8768,50.04
8769,41.7
8770,33.98
8771,28.47
8772,25.92
8773,26.08
8774,27.79
8775,29.59
8776,30.27
8777,29.33
8778,26.98
8779,23.85
8780,20.56
8781,17.32
8782,13.94
8783,9.94
8784,4.93
8785,-1.15
8786,-7.96
8787,-14.88
8788,-21.29
8789,-26.76
8790,-31.25
8791,-34.97
8792,-38.37
8793,-41.93
8794,-46.18
8795,-51.59
8796,-58.4
8797,-66.39
8798,-74.54
8799,-80.94
8800,-83.18
8801,-79.02
8802,-67.39
8803,-48.89
8804,-25.84
8805,-1.51
8806,20.86
8807,39.06
8808,52.18
8809,60.42
8810,64.45
8811,64.86
8812,62.11
8813,56.67
8814,49.43
8815,41.78
8816,35.28
8817,31.17
8818,29.83
8819,30.61
8820,32.17
8821,33.08
8822,32.45
8823,30.17
8824,26.81
8825,23.08
8826,19.38
8827,15.54
8828,10.97
8829,5.09
8830,-2.22
8831,-10.46
8832,-18.62
8833,-25.69
8834,-31.07
8835,-34.88
8836,-37.88
8837,-41.1
8838,-45.54
8839,-51.77
8840,-59.84
8841,-69.08
8842,-78.16
8843,-85.1
8844,-87.59
8845,-83.62
8846,-72.15
8847,-53.66
8848,-30.21
8849,-4.86
8850,19.15
8851,39.31
8852,54.32
8853,63.99
8854,68.88
8855,69.75
8856,67.4
8857,62.62
8858,56.32
8859,49.63
8860,43.76
8861,39.71
8862,37.92
8863,38.16
8864,39.54
8865,40.85
8866,41
8867,39.42
8868,36.16
8869,31.8
8870,27.1
8871,22.55
8872,18.17
8873,13.52
8874,7.98
8875,1.18
8876,-6.77
8877,-15.17
8878,-23.06
8879,-29.58
8880,-34.34
8881,-37.62
8882,-40.24
8883,-43.31
8884,-47.9
8885,-54.65
8886,-63.5
8887,-73.44
8888,-82.5
8889,-88.07
8890,-87.57
8891,-79.34
8892,-63.31
8893,-41.15
8894,-15.9
8895,9.07
8896,30.95
8897,48.14
8898,60.23
8899,67.56
8900,70.67
8901,70.11
8902,66.45
8903,60.51
8904,53.55
8905,47
8906,42.18
8907,39.79
8908,39.72
8909,41.13
8910,42.82
8911,43.69
8912,43.07
8913,40.85
8914,37.31
8915,32.98
8916,28.29
8917,23.52
8918,18.69
8919,13.66
8920,8.23
8921,2.22
8922,-4.39
8923,-11.41
8924,-18.46
8925,-25.08
8926,-30.8
8927,-35.35
8928,-38.81
8929,-41.6
8930,-44.47
8931,-48.31
8932,-53.96
8933,-61.75
8934,-71.2
8935,-80.72
8936,-87.81
8937,-89.7
8938,-84.22
8939,-70.72
8940,-50.35
8941,-25.85
8942,-0.61
8943,22.33
8944,40.96
8945,54.51
8946,63.02
8947,66.9
8948,66.6
8949,62.65
8950,55.94
8951,47.84
8952,40.08
8953,34.27
8954,31.34
8955,31.29
8956,33.24
8957,35.78
8958,37.59
8959,37.84
8960,36.32
8961,33.39
8962,29.6
8963,25.48
8964,21.28
8965,16.98
8966,12.32
8967,7.05
8968,1.03
8969,-5.68
8970,-12.69
8971,-19.47
8972,-25.46
8973,-30.26
8974,-33.82
8975,-36.44
8976,-38.72
8977,-41.37
8978,-45.14
8979,-50.66
8980,-58.16
8981,-67.21
8982,-76.38
8983,-83.38
8984,-85.47
8985,-80.41
8986,-67.32
8987,-47.22
8988,-22.84
8989,2.27
8990,24.91
8991,43
8992,55.86
8993,63.72
8994,67.17
8995,66.69
8996,62.73
8997,56.01
8998,47.85
8999,40.04
9000,34.39
9001,32.01
9002,32.87
9003,35.81
9004,39.03
9005,40.94
9006,40.71
9007,38.51
9008,35.13
9009,31.48
9010,28.01
9011,24.5
9012,20.25
9013,14.52
9014,7.02
9015,-1.89
9016,-11.26
9017,-20
9018,-27.31
9019,-32.95
9020,-37.3
9021,-41.11
9022,-45.18
9023,-50.13
9024,-56.37
9025,-64.08
9026,-73.06
9027,-82.48
9028,-90.65
9029,-95.11
9030,-93.26
9031,-83.33
9032,-65.26
9033,-41.04
9034,-14.2
9035,11.37
9036,32.6
9037,48.02
9038,57.66
9039,62.47
9040,63.5
9041,61.5
9042,56.93
9043,50.39
9044,42.91
9045,35.94
9046,30.98
9047,29.03
9048,30.09
9049,33.17
9050,36.6
9051,38.71
9052,38.49
9053,35.82
9054,31.4
9055,26.32
9056,21.45
9057,17.13
9058,13.05
9059,8.51
9060,2.84
9061,-4.16
9062,-12.12
9063,-20.12
9064,-27.15
9065,-32.51
9066,-36.13
9067,-38.61
9068,-40.94
9069,-44.1
9070,-48.79
9071,-55.27
9072,-63.38
9073,-72.48
9074,-81.37
9075,-88.2
9076,-90.65
9077,-86.46
9078,-74.32
9079,-54.49
9080,-29.09
9081,-1.56
9082,24.34
9083,45.65
9084,60.85
9085,69.95
9086,73.92
9087,74.02
9088,71.3
9089,66.5
9090,60.26
9091,53.33
9092,46.74
9093,41.59
9094,38.76
9095,38.53
9096,40.42
9097,43.29
9098,45.74
9099,46.61
9100,45.31
9101,41.96
9102,37.16
9103,31.69
9104,26.12
9105,20.64
9106,15.1
9107,9.17
9108,2.66
9109,-4.37
9110,-11.58
9111,-18.46
9112,-24.59
9113,-29.74
9114,-33.96
9115,-37.49
9116,-40.65
9117,-43.73
9118,-47.06
9119,-50.99
9120,-56.02
9121,-62.63
9122,-70.84
9123,-79.77
9124,-87.4
9125,-90.84
9126,-87.25
9127,-74.98
9128,-54.43
9129,-28.16
9130,-0.11
9131,25.67
9132,46.3
9133,60.62
9134,68.99
9135,72.52
9136,72.25
9137,68.81
9138,62.62
9139,54.29
9140,45.04
9141,36.53
9142,30.42
9143,27.68
9144,28.17
9145,30.66
9146,33.36
9147,34.68
9148,33.82
9149,30.99
9150,27.13
9151,23.28
9152,20.06
9153,17.3
9154,14.22
9155,9.79
9156,3.36
9157,-4.96
9158,-14.31
9159,-23.41
9160,-31.1
9161,-36.83
9162,-40.8
9163,-43.81
9164,-46.74
9165,-50.27
9166,-54.72
9167,-60.19
9168,-66.67
9169,-73.95
9170,-81.22
9171,-86.87
9172,-88.61
9173,-84.12
9174,-72.05
9175,-52.86
9176,-28.88
9177,-3.68
9178,19.16
9179,37.07
9180,49.01
9181,55.26
9182,56.72
9183,54.38
9184,49.04
9185,41.48
9186,32.7
9187,24.08
9188,17.05
9189,12.71
9190,11.4
9191,12.55
9192,14.93
9193,17.17
9194,18.24
9195,17.76
9196,15.96
9197,13.38
9198,10.38
9199,7.01
9200,2.91
9201,-2.4
9202,-9.14
9203,-17.03
9204,-25.29
9205,-32.87
9206,-38.89
9207,-43.05
9208,-45.8
9209,-48.24
9210,-51.75
9211,-57.45
9212,-65.73
9213,-75.9
9214,-86.14
9215,-93.83
9216,-96.19
9217,-91.12
9218,-77.91
9219,-57.58
9220,-32.63
9221,-6.39
9222,17.96
9223,38.1
9224,52.85
9225,62
9226,65.9
9227,65.2
9228,60.75
9229,53.72
9230,45.6
9231,38.02
9232,32.31
9233,29.14
9234,28.28
9235,28.89
9236,29.84
9237,30.3
9238,29.93
9239,28.82
9240,27.19
9241,25.08
9242,22.15
9243,17.85
9244,11.76
9245,3.92
9246,-5.07
9247,-14.18
9248,-22.43
9249,-29.23
9250,-34.63
9251,-39.19
9252,-43.77
9253,-49.17
9254,-56
9255,-64.48
9256,-74.28
9257,-84.35
9258,-92.77
9259,-97.01
9260,-94.49
9261,-83.58
9262,-64.37
9263,-38.96
9264,-10.9
9265,15.84
9266,38.14
9267,54.38
9268,64.52
9269,69.43
9270,70.24
9271,67.83
9272,62.9
9273,56.19
9274,48.81
9275,42.11
9276,37.38
9277,35.31
9278,35.76
9279,37.73
9280,39.9
9281,41.1
9282,40.73
9283,38.91
9284,36.1
9285,32.81
9286,29.16
9287,24.83
9288,19.29
9289,12.17
9290,3.58
9291,-5.76
9292,-14.77
9293,-22.4
9294,-28.11
9295,-32.15
9296,-35.49
9297,-39.48
9298,-45.42
9299,-54
9300,-64.95
9301,-76.8
9302,-87.06
9303,-92.72
9304,-91.14
9305,-80.95
9306,-62.62
9307,-38.45
9308,-11.82
9309,13.78
9310,35.73
9311,52.67
9312,64.29
9313,70.88
9314,72.81
9315,70.5
9316,64.66
9317,56.5
9318,47.78
9319,40.38
9320,35.64
9321,33.98
9322,34.72
9323,36.56
9324,38.13
9325,38.58
9326,37.79
9327,36.12
9328,34.04
9329,31.65
9330,28.62
9331,24.33
9332,18.29
9333,10.5
9334,1.5
9335,-7.69
9336,-16.05
9337,-22.9
9338,-28.11
9339,-32.14
9340,-35.74
9341,-39.8
9342,-45.03
9343,-51.93
9344,-60.55
9345,-70.27
9346,-79.61
9347,-86.3
9348,-87.65
9349,-81.47
9350,-66.88
9351,-44.95
9352,-18.56
9353,8.42
9354,32.31
9355,50.6
9356,62.4
9357,68.11
9358,68.84
9359,65.68
9360,59.58
9361,51.38
9362,42.13
9363,33.18
9364,25.92
9365,21.39
9366,19.84
9367,20.65
9368,22.57
9369,24.24
9370,24.67
9371,23.46
9372,20.71
9373,16.74
9374,11.8
9375,5.99
9376,-0.67
9377,-8.06
9378,-15.83
9379,-23.45
9380,-30.39
9381,-36.34
9382,-41.35
9383,-45.96
9384,-51.03
9385,-57.46
9386,-65.67
9387,-75.17
9388,-84.22
9389,-90.12
9390,-89.96
9391,-81.64
9392,-64.88
9393,-41.43
9394,-14.7
9395,11.46
9396,33.87
9397,50.74
9398,61.75
9399,67.46
9400,68.71
9401,66.26
9402,60.78
9403,53.13
9404,44.57
9405,36.55
9406,30.4
9407,26.84
9408,25.82
9409,26.59
9410,28.05
9411,29.15
9412,29.17
9413,27.77
9414,24.83
9415,20.41
9416,14.61
9417,7.62
9418,-0.17
9419,-8.25
9420,-16.01
9421,-22.97
9422,-29.02
9423,-34.49
9424,-40.14
9425,-46.97
9426,-55.77
9427,-66.58
9428,-78.27
9429,-88.44
9430,-93.94
9431,-91.79
9432,-80.32
9433,-59.95
9434,-33.22
9435,-3.99
9436,23.8
9437,47.22
9438,64.89
9439,76.72
9440,83.27
9441,85.18
9442,82.94
9443,77.21
9444,69.12
9445,60.35
9446,52.82
9447,47.98
9448,46.29
9449,47.03
9450,48.68
9451,49.59
9452,48.71
9453,45.87
9454,41.67
9455,36.98
9456,32.36
9457,27.75
9458,22.57
9459,16.07
9460,7.8
9461,-2
9462,-12.53
9463,-22.63
9464,-31.34
9465,-38.22
9466,-43.49
9467,-47.9
9468,-52.44
9469,-58.06
9470,-65.52
9471,-75.09
9472,-86.35
9473,-97.84
9474,-107.03
9475,-110.69
9476,-105.88
9477,-91.07
9478,-67.01
9479,-36.74
9480,-4.73
9481,24.57
9482,48.13
9483,64.9
9484,75.49
9485,81.23
9486,83.26
9487,82.12
9488,78.08
9489,71.66
9490,64.1
9491,57.19
9492,52.67
9493,51.47
9494,53.24
9495,56.42
9496,58.96
9497,59.2
9498,56.46
9499,51.27
9500,44.87
9501,38.56
9502,33.01
9503,28.08
9504,22.96
9505,16.74
9506,8.94
9507,-0.16
9508,-9.65
9509,-18.37
9510,-25.43
9511,-30.59
9512,-34.29
9513,-37.43
9514,-40.91
9515,-45.44
9516,-51.43
9517,-59.06
9518,-68.35
9519,-78.89
9520,-89.48
9521,-97.96
9522,-101.46
9523,-97.17
9524,-83.51
9525,-61
9526,-32.37
9527,-1.84
9528,26.32
9529,48.98
9530,64.91
9531,74.48
9532,79.01
9533,79.82
9534,77.89
9535,73.84
9536,68.29
9537,62.14
9538,56.55
9539,52.62
9540,50.92
9541,51.31
9542,52.88
9543,54.42
9544,54.88
9545,53.68
9546,50.85
9547,46.81
9548,42.05
9549,36.87
9550,31.31
9551,25.3
9552,18.83
9553,12.08
9554,5.35
9555,-1.02
9556,-6.94
9557,-12.53
9558,-18.07
9559,-23.77
9560,-29.63
9561,-35.36
9562,-40.58
9563,-44.98
9564,-48.59
9565,-51.82
9566,-55.46
9567,-60.52
9568,-67.88
9569,-77.85
9570,-89.59
9571,-100.9
9572,-108.42
9573,-108.59
9574,-98.95
9575,-79.23
9576,-51.68
9577,-20.46
9578,9.82
9579,35.52
9580,54.81
9581,67.6
9582,74.85
9583,77.62
9584,76.69
9585,72.59
9586,66.06
9587,58.32
9588,50.98
9589,45.56
9590,42.97
9591,43.1
9592,44.99
9593,47.24
9594,48.59
9595,48.34
9596,46.43
9597,43.21
9598,39.11
9599,34.38
9600,29.07
9601,23.19
9602,16.85
9603,10.33
9604,3.94
9605,-2.15
9606,-8.03
9607,-13.89
9608,-19.9
9609,-25.94
9610,-31.66
9611,-36.61
9612,-40.53
9613,-43.53
9614,-46.16
9615,-49.23
9616,-53.63
9617,-60.03
9618,-68.59
9619,-78.7
9620,-88.74
9621,-96.23
9622,-98.29
9623,-92.59
9624,-78.23
9625,-56.27
9626,-29.57
9627,-1.93
9628,23.11
9629,43.15
9630,57.27
9631,65.68
9632,69.12
9633,68.38
9634,64.2
9635,57.5
9636,49.55
9637,41.92
9638,36.14
9639,33.15
9640,32.98
9641,34.82
9642,37.31
9643,39.13
9644,39.37
9645,37.78
9646,34.64
9647,30.5
9648,25.89
9649,21.15
9650,16.34
9651,11.28
9652,5.7
9653,-0.64
9654,-7.74
9655,-15.33
9656,-22.83
9657,-29.58
9658,-35.08
9659,-39.16
9660,-42.14
9661,-44.75
9662,-47.93
9663,-52.59
9664,-59.33
9665,-68.22
9666,-78.59
9667,-88.84
9668,-96.63
9669,-99.3
9670,-94.62
9671,-81.66
9672,-61.23
9673,-35.82
9674,-8.88
9675,16.26
9676,37.18
9677,52.79
9678,63.07
9679,68.59
9680,69.97
9681,67.81
9682,62.81
9683,56.05
9684,48.95
9685,43.04
9686,39.44
9687,38.49
9688,39.72
9689,41.97
9690,43.93
9691,44.55
9692,43.32
9693,40.32
9694,35.99
9695,30.91
9696,25.54
9697,20.11
9698,14.6
9699,8.8
9700,2.46
9701,-4.53
9702,-12.07
9703,-19.81
9704,-27.21
9705,-33.72
9706,-39.02
9707,-43.13
9708,-46.42
9709,-49.54
9710,-53.26
9711,-58.33
9712,-65.28
9713,-74.18
9714,-84.31
9715,-93.97
9716,-100.59
9717,-101.39
9718,-94.27
9719,-78.73
9720,-56.2
9721,-29.7
9722,-2.87
9723,21.15
9724,40.44
9725,54.38
9726,63.27
9727,67.72
9728,68.31
9729,65.63
9730,60.5
9731,54.12
9732,47.89
9733,43.1
9734,40.49
9735,40.04
9736,41.12
9737,42.81
9738,44.18
9739,44.61
9740,43.79
9741,41.61
9742,38.15
9743,33.54
9744,28.05
9745,22.03
9746,15.85
9747,9.74
9748,3.75
9749,-2.34
9750,-8.76
9751,-15.66
9752,-22.8
9753,-29.63
9754,-35.49
9755,-39.88
9756,-42.77
9757,-44.73
9758,-46.7
9759,-49.75
9760,-54.72
9761,-62
9762,-71.3
9763,-81.57
9764,-90.92
9765,-96.82
9766,-96.67
9767,-88.5
9768,-71.84
9769,-48.12
9770,-20.38
9771,7.52
9772,32.12
9773,51.15
9774,63.88
9775,70.8
9776,72.97
9777,71.48
9778,67.31
9779,61.42
9780,54.84
9781,48.72
9782,44.08
9783,41.49
9784,40.95
9785,41.9
9786,43.44
9787,44.67
9788,44.87
9789,43.63
9790,40.79
9791,36.42
9792,30.8
9793,24.41
9794,17.81
9795,11.46
9796,5.58
9797,0.05
9798,-5.45
9799,-11.26
9800,-17.46
9801,-23.78
9802,-29.73
9803,-34.84
9804,-38.89
9805,-42.07
9806,-44.91
9807,-48.13
9808,-52.37
9809,-58.17
9810,-65.8
9811,-75.21
9812,-85.7
9813,-95.71
9814,-102.82
9815,-104.21
9816,-97.54
9817,-81.97
9818,-58.74
9819,-30.98
9820,-2.83
9821,21.95
9822,40.94
9823,53.5
9824,60.31
9825,62.63
9826,61.62
9827,58.04
9828,52.55
9829,45.93
9830,39.34
9831,34.05
9832,31.11
9833,30.9
9834,32.97
9835,36.14
9836,38.93
9837,40.11
9838,39.01
9839,35.66
9840,30.68
9841,24.95
9842,19.23
9843,13.9
9844,8.88
9845,3.72
9846,-2.1
9847,-8.88
9848,-16.49
9849,-24.33
9850,-31.53
9851,-37.34
9852,-41.49
9853,-44.29
9854,-46.54
9855,-49.16
9856,-52.89
9857,-58.16
9858,-65.13
9859,-73.71
9860,-83.41
9861,-93.07
9862,-100.63
9863,-103.39
9864,-98.69
9865,-85.06
9866,-63.05
9867,-35.34
9868,-6.01
9869,20.83
9870,42.28
9871,57.33
